role,os_type,os_version,hostname_pattern,business_function,department,open_ports,running_services,installed_roles,installed_software
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,IT,[443],"[""UTM"", ""Firewall""]","[""Firewall""]","[""FortiGate Tools"", ""Backup Agent"", ""Monitoring Agent""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Security,"[22, 80, 443]","[""UTM"", ""Firewall"", ""WinRM"", ""RDP""]","[""Firewall""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2016,SRV,Perimeter Security,Infrastructure,"[22, 80, 443]","[""Network Firewall"", ""WinRM"", ""Monitoring Service""]","[""Firewall""]","[""Palo Alto Management""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,IT,[445],"[""Recovery Service"", ""WinRM"", ""Event Log""]","[""Backup and Restore""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Recovery Services,Operations,"[445, 3389, 5985]","[""Recovery Service""]","[""Backup Server""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,Operations,[445],"[""Backup Service"", ""RDP""]","[""Backup Server""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Data Protection,IT,"[445, 3389, 5985]","[""Backup Service"", ""Monitoring Service""]","[""Backup and Restore""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Operations,"[445, 5985]","[""Veeam Backup""]","[""Backup Server""]","[""Commvault"", ""Backup Agent"", ""Endpoint Protection""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Operations,"[445, 5985]","[""Backup Service"", ""Event Log"", ""WinRM""]","[""Backup Server""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Operations,"[445, 5985]","[""Recovery Service""]","[""Backup Server"", ""Management Tools""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,IT,[445],"[""Backup Service""]","[""Backup and Restore"", ""Remote Administration""]","[""Backup Exec"", ""Monitoring Agent""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Data Protection,Operations,[445],"[""Backup Service""]","[""Backup Server""]","[""Commvault"", ""Endpoint Protection"", ""Monitoring Agent""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Infrastructure,"[445, 5985]","[""Backup Service""]","[""Backup and Restore""]","[""Commvault"", ""Monitoring Agent"", ""Endpoint Protection""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Backup and Recovery,Operations,"[445, 3389, 5985]","[""Backup Service""]","[""Backup and Restore""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Recovery Services,Infrastructure,[445],"[""Recovery Service"", ""Monitoring Service"", ""RDP""]","[""Backup Server""]","[""Veeam"", ""PowerShell"", ""Monitoring Agent""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Data Protection,IT,"[445, 3389, 5985]","[""Recovery Service""]","[""Backup Server""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Operations,"[445, 5985]","[""Recovery Service""]","[""Backup Server""]","[""Veeam"", ""AV Scanner"", ""Endpoint Protection""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Data Protection,Infrastructure,[445],"[""Veeam Backup""]","[""Backup Server"", ""Management Tools""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,Operations,"[445, 3389, 5985]","[""Backup Service""]","[""Backup Server""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,Infrastructure,"[445, 3389, 5985]","[""Backup Service"", ""Event Log""]","[""Backup and Restore"", ""Management Tools"", ""Remote Administration""]","[""Veeam"", ""Endpoint Protection""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,Operations,"[445, 3389, 5985]","[""Backup Service""]","[""Backup Server""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,IT,[445],"[""Backup Service"", ""Event Log"", ""Monitoring Service""]","[""Backup Server""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,IT,"[445, 3389, 5985]","[""Backup Service"", ""Monitoring Service""]","[""Backup and Restore""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Data Protection,Operations,[445],"[""Recovery Service"", ""Event Log"", ""Monitoring Service""]","[""Backup Server"", ""Remote Administration"", ""Management Tools""]","[""Veeam"", ""AV Scanner""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Data Protection,Operations,"[445, 3389, 5985]","[""Backup Service"", ""WinRM""]","[""Backup Server""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Infrastructure,"[445, 5985]","[""Veeam Backup"", ""Event Log"", ""WinRM""]","[""Backup Server""]","[""Backup Exec"", ""Backup Agent""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Data Protection,IT,"[445, 5985]","[""Backup Service""]","[""Backup and Restore""]","[""Backup Exec"", ""Monitoring Agent"", ""AV Scanner""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Data Protection,Operations,"[445, 5985]","[""Backup Service"", ""Monitoring Service"", ""Event Log""]","[""Backup Server""]","[""Backup Exec"", ""AV Scanner"", ""Backup Agent""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,Operations,"[445, 3389, 5985]","[""Recovery Service"", ""Monitoring Service"", ""Event Log""]","[""Backup Server"", ""Remote Administration""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Operations,[445],"[""Veeam Backup""]","[""Backup Server""]","[""Commvault"", ""PowerShell"", ""AV Scanner""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Infrastructure,"[445, 3389, 5985]","[""Recovery Service"", ""RDP"", ""Monitoring Service""]","[""Backup and Restore"", ""Remote Administration""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,Operations,"[445, 5985]","[""Veeam Backup"", ""Event Log""]","[""Backup and Restore""]","[""Commvault"", ""Sysmon"", ""Backup Agent""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Operations,"[445, 5985]","[""Backup Service""]","[""Backup Server"", ""Management Tools""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,Infrastructure,"[445, 5985]","[""Recovery Service""]","[""Backup Server""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Recovery Services,Infrastructure,"[445, 3389, 5985]","[""Recovery Service"", ""Event Log""]","[""Backup Server"", ""Management Tools"", ""Remote Administration""]","[""Veeam"", ""PowerShell"", ""Backup Agent""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Recovery Services,Infrastructure,[445],"[""Backup Service"", ""Event Log"", ""RDP""]","[""Backup and Restore""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Data Protection,IT,[445],"[""Backup Service""]","[""Backup Server"", ""Remote Administration""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Operations,"[445, 3389, 5985]","[""Veeam Backup""]","[""Backup and Restore""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Data Protection,Operations,"[445, 5985]","[""Backup Service""]","[""Backup Server""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Data Protection,Operations,"[445, 3389, 5985]","[""Backup Service""]","[""Backup Server""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Data Protection,Infrastructure,"[445, 5985]","[""Recovery Service"", ""Event Log""]","[""Backup Server""]","[""Commvault"", ""PowerShell"", ""Monitoring Agent""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Backup and Recovery,Infrastructure,"[445, 3389, 5985]","[""Veeam Backup""]","[""Backup and Restore""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Data Protection,Operations,"[445, 5985]","[""Veeam Backup""]","[""Backup Server""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Data Protection,Operations,"[445, 3389, 5985]","[""Recovery Service"", ""Event Log"", ""RDP""]","[""Backup and Restore"", ""Remote Administration"", ""Management Tools""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Infrastructure,"[445, 5985]","[""Backup Service"", ""Monitoring Service"", ""Event Log""]","[""Backup Server"", ""Remote Administration""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Operations,"[445, 3389, 5985]","[""Veeam Backup""]","[""Backup and Restore"", ""Remote Administration""]","[""Veeam"", ""AV Scanner"", ""PowerShell""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Backup and Recovery,Operations,"[445, 5985]","[""Backup Service""]","[""Backup and Restore""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Data Protection,Infrastructure,[445],"[""Recovery Service"", ""WinRM""]","[""Backup Server""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Infrastructure,[445],"[""Veeam Backup""]","[""Backup and Restore""]","[""Veeam"", ""Sysmon"", ""Monitoring Agent""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Operations,"[445, 3389, 5985]","[""Recovery Service""]","[""Backup and Restore""]","[""Commvault"", ""Endpoint Protection""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Recovery Services,Operations,"[445, 5985]","[""Veeam Backup""]","[""Backup and Restore"", ""Management Tools"", ""Remote Administration""]","[""Commvault"", ""Endpoint Protection"", ""PowerShell""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Data Protection,Operations,"[445, 5985]","[""Backup Service""]","[""Backup Server"", ""Management Tools""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,IT,"[445, 5985]","[""Veeam Backup""]","[""Backup Server""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Data Protection,Operations,[445],"[""Recovery Service"", ""Event Log"", ""WinRM""]","[""Backup Server""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Infrastructure,"[445, 3389, 5985]","[""Recovery Service"", ""WinRM"", ""Event Log""]","[""Backup Server""]","[""Commvault"", ""Sysmon"", ""Backup Agent""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Operations,"[445, 3389, 5985]","[""Backup Service""]","[""Backup and Restore""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Infrastructure,"[445, 5985]","[""Recovery Service""]","[""Backup Server""]","[""Backup Exec"", ""AV Scanner""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Backup and Recovery,Operations,"[445, 5985]","[""Veeam Backup""]","[""Backup and Restore""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Operations,"[445, 5985]","[""Recovery Service""]","[""Backup Server"", ""Remote Administration""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Backup and Recovery,IT,[445],"[""Recovery Service"", ""RDP"", ""Event Log""]","[""Backup and Restore""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Backup and Recovery,Infrastructure,"[445, 3389, 5985]","[""Veeam Backup""]","[""Backup and Restore""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,IT,[445],"[""Veeam Backup""]","[""Backup and Restore"", ""Management Tools"", ""Remote Administration""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Backup and Recovery,Infrastructure,"[445, 3389, 5985]","[""Veeam Backup""]","[""Backup and Restore""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Backup and Recovery,IT,[445],"[""Veeam Backup""]","[""Backup and Restore"", ""Remote Administration"", ""Management Tools""]","[""Commvault"", ""Backup Agent"", ""PowerShell""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Backup and Recovery,Infrastructure,[445],"[""Recovery Service"", ""Event Log""]","[""Backup and Restore""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Backup and Recovery,Operations,"[445, 5985]","[""Recovery Service""]","[""Backup Server""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Data Protection,IT,"[445, 3389, 5985]","[""Veeam Backup""]","[""Backup Server""]","[""Backup Exec"", ""Endpoint Protection""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Data Protection,Operations,"[445, 5985]","[""Veeam Backup""]","[""Backup and Restore""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,IT,"[445, 5985]","[""Recovery Service"", ""Monitoring Service"", ""WinRM""]","[""Backup Server""]","[""Veeam"", ""Monitoring Agent""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,IT,[445],"[""Recovery Service""]","[""Backup and Restore""]","[""Veeam"", ""Monitoring Agent"", ""PowerShell""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Operations,"[445, 5985]","[""Backup Service""]","[""Backup and Restore"", ""Remote Administration"", ""Management Tools""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Data Protection,Infrastructure,"[445, 5985]","[""Backup Service"", ""Monitoring Service"", ""RDP""]","[""Backup and Restore"", ""Remote Administration"", ""Management Tools""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,IT,[445],"[""Backup Service""]","[""Backup and Restore""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Backup and Recovery,Operations,"[445, 5985]","[""Veeam Backup""]","[""Backup and Restore""]","[""Backup Exec"", ""Sysmon"", ""Endpoint Protection""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Backup and Recovery,IT,"[445, 3389, 5985]","[""Backup Service"", ""RDP"", ""WinRM""]","[""Backup Server""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Backup and Recovery,IT,[445],"[""Veeam Backup""]","[""Backup and Restore""]","[""Veeam"", ""Monitoring Agent"", ""Sysmon""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Backup and Recovery,Operations,[445],"[""Recovery Service""]","[""Backup Server""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Operations,"[445, 5985]","[""Backup Service""]","[""Backup Server""]","[""Veeam"", ""Endpoint Protection""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Data Protection,IT,"[445, 5985]","[""Veeam Backup""]","[""Backup and Restore"", ""Remote Administration"", ""Management Tools""]","[""Commvault"", ""PowerShell"", ""Sysmon""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Data Protection,Operations,[445],"[""Recovery Service""]","[""Backup Server""]","[""Backup Exec"", ""AV Scanner"", ""PowerShell""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Data Protection,Infrastructure,"[445, 5985]","[""Veeam Backup""]","[""Backup Server"", ""Management Tools"", ""Remote Administration""]","[""Commvault"", ""Monitoring Agent"", ""PowerShell""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,IT,"[445, 5985]","[""Recovery Service"", ""Event Log"", ""WinRM""]","[""Backup Server""]","[""Backup Exec"", ""PowerShell"", ""AV Scanner""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Data Protection,Operations,"[445, 5985]","[""Backup Service"", ""Event Log"", ""RDP""]","[""Backup and Restore""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Backup and Recovery,IT,"[445, 3389, 5985]","[""Backup Service"", ""Event Log""]","[""Backup Server""]","[""Veeam"", ""Sysmon"", ""AV Scanner""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Infrastructure,"[445, 3389, 5985]","[""Recovery Service""]","[""Backup and Restore"", ""Management Tools""]","[""Veeam"", ""Endpoint Protection""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Data Protection,IT,[445],"[""Backup Service""]","[""Backup Server"", ""Remote Administration"", ""Management Tools""]","[""Commvault"", ""Endpoint Protection""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Data Protection,Infrastructure,[445],"[""Recovery Service""]","[""Backup and Restore""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Backup and Recovery,IT,"[445, 3389, 5985]","[""Veeam Backup""]","[""Backup and Restore""]","[""Commvault""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Recovery Services,IT,"[445, 3389, 5985]","[""Veeam Backup""]","[""Backup Server"", ""Remote Administration"", ""Management Tools""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,IT,[445],"[""Veeam Backup"", ""RDP""]","[""Backup and Restore""]","[""Veeam"", ""Sysmon"", ""Monitoring Agent""]"
Backup Server,Windows Server,Windows Server 2019,SRV,Data Protection,Operations,"[445, 5985]","[""Recovery Service"", ""Monitoring Service"", ""RDP""]","[""Backup Server""]","[""Backup Exec"", ""AV Scanner""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Recovery Services,Infrastructure,"[445, 3389, 5985]","[""Recovery Service""]","[""Backup Server""]","[""Backup Exec""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Infrastructure,"[445, 5985]","[""Recovery Service""]","[""Backup Server""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2016,SRV,Backup and Recovery,Infrastructure,"[445, 5985]","[""Backup Service""]","[""Backup Server""]","[""Backup Exec"", ""PowerShell""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,IT,[445],"[""Recovery Service""]","[""Backup and Restore""]","[""Veeam""]"
Backup Server,Windows Server,Windows Server 2022,SRV,Recovery Services,Infrastructure,"[445, 3389, 5985]","[""Backup Service""]","[""Backup and Restore""]","[""Backup Exec""]"
